mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,source_id,出典URL,出典ページ・該当箇所,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M008-I005-01,M008,I005,1,既存category代表品目から抽出,C-M008-04,資源回収（空き缶）,要品目別確認,洗って水切り,不燃ごみ,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,資源回収（空き缶）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I006-01,M008,I006,1,既存category代表品目から抽出,C-M008-05,資源回収（ガラスびん）,要品目別確認,洗って水切り・コンテナでは寝かせる,不燃ごみ,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,資源回収（ガラスびん）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I018-01,M008,I018,1,既存category代表品目から抽出,C-M008-01,可燃ごみ,要品目別確認,水切り・長い物は切る,各専用区分,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,可燃ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I021-01,M008,I021,1,既存category代表品目から抽出,C-M008-07,資源回収（布類）,要品目別確認,洗濯し乾かす,可燃ごみ,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,資源回収（布類）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I023-01,M008,I023,1,既存category代表品目から抽出,C-M008-02,不燃ごみ,要品目別確認,割れ物を包み危険表示・コードを50cm程度に切る・電池を外す,各専用区分,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,不燃ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I027-01,M008,I027,1,既存category代表品目から抽出,C-M008-08,有害ごみ,家庭用,電池を絶縁・破損防止,販売店等,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I030-01,M008,I030,1,既存category代表品目から抽出,C-M008-08,有害ごみ,家庭用,電池を絶縁・破損防止,販売店等,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I034-01,M008,I034,1,既存category代表品目から抽出,C-M008-02,不燃ごみ,要品目別確認,割れ物を包み危険表示・コードを50cm程度に切る・電池を外す,各専用区分,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,不燃ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I037-01,M008,I037,1,既存category代表品目から抽出,C-M008-09,粗大ごみ,指定袋に入らない,電池・燃料を外す・スプリングを完全分離,専門業者・法定ルート,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I037-02,M008,I037,2,既存category代表品目から抽出,C-M008-10,町で収集できないごみ,法定リサイクル・処理困難・事業由来,受入先の指示に従う,販売店・医療機関・専門業者,TRUE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,町で収集できないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I038-01,M008,I038,1,既存category代表品目から抽出,C-M008-09,粗大ごみ,指定袋に入らない,電池・燃料を外す・スプリングを完全分離,専門業者・法定ルート,FALSE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M008-I038-02,M008,I038,2,既存category代表品目から抽出,C-M008-10,町で収集できないごみ,法定リサイクル・処理困難・事業由来,受入先の指示に従う,販売店・医療機関・専門業者,TRUE,CURRENT,,,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,町で収集できないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I001-01,M009,I001,1,既存category代表品目から抽出,C-M009-05,ペットボトル,要品目別確認,キャップとラベルを外しすすぐ,もやせるごみ等,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,ペットボトル,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I005-01,M009,I005,1,既存category代表品目から抽出,C-M009-04,缶類,要品目別確認,中を空にしすすぐ,もやせないごみ,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,缶類,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I006-01,M009,I006,1,既存category代表品目から抽出,C-M009-03,びん類,要品目別確認,キャップを外しすすぐ,もやせないごみ,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,びん類,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I018-01,M009,I018,1,既存category代表品目から抽出,C-M009-01,もやせるごみ,要品目別確認,水切り・枝は長さ80cm以下・直径20cm以内で結束,各専用区分,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせるごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I021-01,M009,I021,1,既存category代表品目から抽出,C-M009-01,もやせるごみ,要品目別確認,水切り・枝は長さ80cm以下・直径20cm以内で結束,各専用区分,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせるごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I023-01,M009,I023,1,既存category代表品目から抽出,C-M009-02,もやせないごみ,要品目別確認,割れ物を包み表示・スプレー缶は使い切り穴を開けない,各専用区分,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I027-01,M009,I027,1,既存category代表品目から抽出,C-M009-06,廃乾電池,家庭用,端子を絶縁,店頭回収・専門業者,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,廃乾電池,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I030-01,M009,I030,1,既存category代表品目から抽出,C-M009-07,水銀含有ごみ,水銀使用製品,破損しないよう保護,もやせないごみ等,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,水銀含有ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I032-01,M009,I032,1,既存category代表品目から抽出,C-M009-02,もやせないごみ,要品目別確認,割れ物を包み表示・スプレー缶は使い切り穴を開けない,各専用区分,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I034-01,M009,I034,1,既存category代表品目から抽出,C-M009-02,もやせないごみ,要品目別確認,割れ物を包み表示・スプレー缶は使い切り穴を開けない,各専用区分,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I037-01,M009,I037,1,既存category代表品目から抽出,C-M009-08,粗大ごみ,指定袋に入らない・品目表該当,電池・燃料を外す,販売店・専門業者,FALSE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M009-I037-02,M009,I037,2,既存category代表品目から抽出,C-M009-09,町で収集・処理できないもの,施設処理不可,受入先の指示に従う,販売店・専門業者・医療機関,TRUE,CURRENT,,,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,町で収集・処理できないもの,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I001-01,M010,I001,1,既存category代表品目から抽出,C-M010-07,ペットボトル,要品目別確認,キャップとラベルを外しすすぐ,プラスチック製容器包装等,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,ペットボトル,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I006-01,M010,I006,1,既存category代表品目から抽出,C-M010-06,びん缶類,要品目別確認,キャップを外しすすぐ,不燃ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,びん缶類,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I007-01,M010,I007,1,既存category代表品目から抽出,C-M010-08,白色トレイ,要品目別確認,洗って乾かす,プラスチック製容器包装または焼却ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,白色トレイ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I013-01,M010,I013,1,既存category代表品目から抽出,C-M010-01,新聞,要品目別確認,ひもで結ぶ,焼却ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,新聞,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I014-01,M010,I014,1,既存category代表品目から抽出,C-M010-02,ダンボール,要品目別確認,たたみ結束,焼却ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,ダンボール,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I015-01,M010,I015,1,既存category代表品目から抽出,C-M010-03,雑誌・その他の紙,要品目別確認,結束または紙袋,焼却ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,雑誌・その他の紙,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I017-01,M010,I017,1,既存category代表品目から抽出,C-M010-04,紙パック,要品目別確認,洗って開き乾かす,焼却ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,紙パック,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I018-01,M010,I018,1,既存category代表品目から抽出,C-M010-10,焼却ごみ,要品目別確認,水切り・長い物を規定内にする,不燃ごみ等,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,焼却ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I021-01,M010,I021,1,既存category代表品目から抽出,C-M010-05,布類,再利用可能,洗ってたたむ,焼却ごみまたは粗大ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,布類,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I023-01,M010,I023,1,既存category代表品目から抽出,C-M010-11,不燃ごみ,縦横高さ50cm未満,電池を外し割れ物を包む,粗大ごみ・危険ごみ・メーカー回収,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,不燃ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I025-01,M010,I025,1,既存category代表品目から抽出,C-M010-06,びん缶類,要品目別確認,キャップを外しすすぐ,不燃ごみ,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,びん缶類,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I025-02,M010,I025,2,既存category代表品目から抽出,C-M010-13,危険ごみ（その他危険ごみ）,要品目別確認,使い切る・刃を保護・蛍光管を保護,不燃ごみ・医療機関・電池類,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I026-01,M010,I026,1,既存category代表品目から抽出,C-M010-13,危険ごみ（その他危険ごみ）,要品目別確認,使い切る・刃を保護・蛍光管を保護,不燃ごみ・医療機関・電池類,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I027-01,M010,I027,1,既存category代表品目から抽出,C-M010-12,危険ごみ（電池類）,家庭用電池,端子を絶縁,販売店等,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（電池類）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I028-01,M010,I028,1,既存category代表品目から抽出,C-M010-12,危険ごみ（電池類）,家庭用電池,端子を絶縁,販売店等,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（電池類）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I029-01,M010,I029,1,既存category代表品目から抽出,C-M010-12,危険ごみ（電池類）,家庭用電池,端子を絶縁,販売店等,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（電池類）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I030-01,M010,I030,1,既存category代表品目から抽出,C-M010-13,危険ごみ（その他危険ごみ）,要品目別確認,使い切る・刃を保護・蛍光管を保護,不燃ごみ・医療機関・電池類,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I031-01,M010,I031,1,既存category代表品目から抽出,C-M010-13,危険ごみ（その他危険ごみ）,要品目別確認,使い切る・刃を保護・蛍光管を保護,不燃ごみ・医療機関・電池類,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I032-01,M010,I032,1,既存category代表品目から抽出,C-M010-13,危険ごみ（その他危険ごみ）,要品目別確認,使い切る・刃を保護・蛍光管を保護,不燃ごみ・医療機関・電池類,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I033-01,M010,I033,1,既存category代表品目から抽出,C-M010-13,危険ごみ（その他危険ごみ）,要品目別確認,使い切る・刃を保護・蛍光管を保護,不燃ごみ・医療機関・電池類,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I037-01,M010,I037,1,既存category代表品目から抽出,C-M010-14,粗大ごみ,いずれか50cm以上,電池・燃料を外す,直接搬入・メーカー等,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I037-02,M010,I037,2,既存category代表品目から抽出,C-M010-15,市では収集しないごみ・処理できないごみ,法定リサイクル・施設処理不可,受入先の指示に従う,販売店・メーカー・専門業者,TRUE,CURRENT,,,S-M010-04,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/1004978.html,市では収集しないごみ・処理できないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I038-01,M010,I038,1,既存category代表品目から抽出,C-M010-11,不燃ごみ,縦横高さ50cm未満,電池を外し割れ物を包む,粗大ごみ・危険ごみ・メーカー回収,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,不燃ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I038-02,M010,I038,2,既存category代表品目から抽出,C-M010-14,粗大ごみ,いずれか50cm以上,電池・燃料を外す,直接搬入・メーカー等,FALSE,CURRENT,,,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M010-I038-03,M010,I038,3,既存category代表品目から抽出,C-M010-15,市では収集しないごみ・処理できないごみ,法定リサイクル・施設処理不可,受入先の指示に従う,販売店・メーカー・専門業者,TRUE,CURRENT,,,S-M010-04,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/1004978.html,市では収集しないごみ・処理できないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M011-I001-01,M011,I001,1,既存category代表品目から抽出,C-M011-04,ペットボトル,飲料用,キャップとラベルを外し空にする,プラスチック資源等,FALSE,CURRENT,,,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,ペットボトル,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M011-I004-01,M011,I004,1,既存category代表品目から抽出,C-M011-08,アルミ缶・スチール缶,飲食用,中を空にする,燃えないごみまたは危険な物,FALSE,CURRENT,,,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,アルミ缶・スチール缶,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M011-I005-01,M011,I005,1,既存category代表品目から抽出,C-M011-08,アルミ缶・スチール缶,飲食用,中を空にする,燃えないごみまたは危険な物,FALSE,CURRENT,,,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,アルミ缶・スチール缶,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M011-I006-01,M011,I006,1,既存category代表品目から抽出,C-M011-05,無色透明びん,飲食用,キャップを外し空にする,燃えないごみ,FALSE,CURRENT,,,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,無色透明びん,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M011-I006-02,M011,I006,2,既存category代表品目から抽出,C-M011-06,茶色びん,飲食用,キャップを外し空にする,燃えないごみ,FALSE,CURRENT,,,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,茶色びん,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M011-I006-03,M011,I006,3,既存category代表品目から抽出,C-M011-07,その他の色のびん,飲食用,キャップを外し空にする,燃えないごみ,FALSE,CURRENT,,,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,その他の色のびん,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M011-I007-01,M011,I007,1,既存category代表品目から抽出,C-M011-09,白色トレイ,パリッと割れる発泡素材,洗って乾かす,燃えるごみ,FALSE,CURRENT,,,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,白色トレイ,2026-08-17,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,区分レベルデータから機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
