municipality_id,internal_item_id,coverage_status,mapping_branch_count,branch_completeness_confirmed,evidence_scope,source_id,出典URL,出典ページ・該当箇所,reviewed_date,reviewed_by,notes
M011,I005,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,アルミ缶・スチール缶,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I006,MAPPED_INITIAL,3,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,無色透明びん,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I007,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,白色トレイ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I013,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,古新聞・古雑誌・段ボール・古布・その他の紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I014,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,古新聞・古雑誌・段ボール・古布・その他の紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I015,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,古新聞・古雑誌・段ボール・古布・その他の紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I016,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I017,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,紙パック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,燃えるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I021,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I022,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I023,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I024,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I026,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,危険な物,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I029,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,危険な物,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I031,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,危険な物,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I032,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,アルミ缶・スチール缶,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I033,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,危険な物,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I034,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I036,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,燃えるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I037,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I038,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,ステーションに出せないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I040,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,燃えるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
